Name,Team_from,League_from,Team_to,Summer,Transfer_fee,Comb
Zlatan Ibrahimovic,AC Milan,Serie A,Paris SG,2012,21.0,Zlatan Ibrahimovic2012
Mario Balotelli,Man City,Premier League,AC Milan,2012,20.0,Mario Balotelli2012
Alex Song,Arsenal,Premier League,FC Barcelona,2012,19.0,Alex Song2012
Santi Cazorla,Málaga CF,LaLiga,Arsenal,2012,19.0,Santi Cazorla2012
Mousa Dembélé,Fulham,Premier League,Spurs,2012,19.0,Mousa Dembélé2012
Joe Allen,Swansea,Premier League,Liverpool,2012,19.0,Joe Allen2012
Kwadwo Asamoah,Udinese Calcio,Serie A,Juventus,2012,18.0,Kwadwo Asamoah2012
Gastón Ramírez,Bologna,Serie A,Southampton,2012,15.2,Gastón Ramírez2012
Matija Nastasic,Fiorentina,Serie A,Man City,2012,15.2,Matija Nastasic2012
Alexandre Pato,AC Milan,Serie A,Corinthians,2012,15.0,Alexandre Pato2012
Daniel Sturridge,Chelsea,Premier League,Liverpool,2012,15.0,Daniel Sturridge2012
Jack Rodwell,Everton,Premier League,Man City,2012,15.0,Jack Rodwell2012
Samir Handanovic,Udinese Calcio,Serie A,Inter,2012,15.0,Samir Handanovic2012
Jordi Alba,Valencia CF,LaLiga,FC Barcelona,2012,14.0,Jordi Alba2012
Carlos Vela,Arsenal,Premier League,Real Sociedad,2012,14.0,Carlos Vela2012
Mauricio Isla,Udinese Calcio,Serie A,Juventus,2012,13.9,Mauricio Isla2012
Fabio Borini,AS Roma,Serie A,Liverpool,2012,13.3,Fabio Borini2012
Rafael van der Vaart,Spurs,Premier League,Hamburger SV,2012,13.0,Rafael van der Vaart2012
Philippe Coutinho,Inter,Serie A,Liverpool,2012,13.0,Philippe Coutinho2012
Adam Johnson,Man City,Premier League,Sunderland,2012,12.6,Adam Johnson2012
Jan Vertonghen,AFC Ajax,Eredivisie,Spurs,2012,12.5,Jan Vertonghen2012
Giampaolo Pazzini,Inter,Serie A,AC Milan,2012,12.5,Giampaolo Pazzini2012
Luuk de Jong,FC Twente,Eredivisie,Bor. M'gladbach,2012,12.0,Luuk de Jong2012
Marco Verratti,Pescara,Serie A,Paris SG,2012,12.0,Marco Verratti2012
Ola John,FC Twente,Eredivisie,Benfica,2012,12.0,Ola John2012
Victor Moses,Wigan,Premier League,Chelsea,2012,11.5,Victor Moses2012
Sebastian Giovinco,Parma,Serie A,Juventus,2012,11.0,Sebastian Giovinco2012
Eduardo Salvio,Atlético Madrid,LaLiga,Benfica,2012,11.0,Eduardo Salvio2012
Manolo Gabbiadini,Atalanta,Serie A,Juventus,2012,11.0,Manolo Gabbiadini2012
Rodrigo Palacio,Genoa,Serie A,Inter,2012,10.5,Rodrigo Palacio2012
Raúl Meireles,Chelsea,Premier League,Fenerbahce,2012,10.0,Raúl Meireles2012
Nacho Monreal,Málaga CF,LaLiga,Arsenal,2012,10.0,Nacho Monreal2012
José Salomón Rondón,Málaga CF,LaLiga,Rubin Kazan,2012,9.0,José Salomón Rondón2012
Demba Ba,Newcastle,Premier League,Chelsea,2012,8.5,Demba Ba2012
Vurnon Anita,AFC Ajax,Eredivisie,Newcastle,2012,8.5,Vurnon Anita2012
Martín Cáceres,Sevilla FC,LaLiga,Juventus,2012,8.0,Martín Cáceres2012
Álvaro Domínguez,Atlético Madrid,LaLiga,Bor. M'gladbach,2012,8.0,Álvaro Domínguez2012
Valon Behrami,Fiorentina,Serie A,SSC Napoli,2012,8.0,Valon Behrami2012
Esteban Granero,Real Madrid,LaLiga,QPR,2012,8.0,Esteban Granero2012
Kévin Constant,Genoa,Serie A,AC Milan,2012,8.0,Kévin Constant2012
Davide Faraoni,Inter,Serie A,Udinese Calcio,2012,8.0,Davide Faraoni2012
Scott Sinclair,Swansea,Premier League,Man City,2012,7.8,Scott Sinclair2012
Wesley Sneijder,Inter,Serie A,Galatasaray,2012,7.5,Wesley Sneijder2012
Clint Dempsey,Fulham,Premier League,Spurs,2012,7.5,Clint Dempsey2012
Asamoah Gyan,Sunderland,Premier League,Al-Ain FC,2012,7.5,Asamoah Gyan2012
Goran Pandev,Inter,Serie A,SSC Napoli,2012,7.5,Goran Pandev2012
Miguel Veloso,Genoa,Serie A,Dynamo Kyiv,2012,7.5,Miguel Veloso2012
Sergio Canales,Real Madrid,LaLiga,Valencia CF,2012,7.5,Sergio Canales2012
Nick Powell,Crewe Alexandra,League One,Man Utd,2012,7.5,Nick Powell2012
Milos Krasic,Juventus,Serie A,Fenerbahce,2012,7.0,Milos Krasic2012
Mattia Destro,Siena,Serie A,Genoa,2012,7.0,Mattia Destro2012
Pablo Hernández,Valencia CF,LaLiga,Swansea,2012,7.0,Pablo Hernández2012
Bas Dost,Heerenveen,Eredivisie,VfL Wolfsburg,2012,7.0,Bas Dost2012
Niko Kranjcar,Spurs,Premier League,Dynamo Kyiv,2012,7.0,Niko Kranjcar2012
Vedran Corluka,Spurs,Premier League,Loko Moscow,2012,7.0,Vedran Corluka2012
Alessio Cerci,Fiorentina,Serie A,Torino,2012,6.75,Alessio Cerci2012
Luís Neto,Siena,Serie A,Zenit S-Pb,2012,6.5,Luís Neto2012
Alberto Paloschi,AC Milan,Serie A,Chievo Verona,2012,6.5,Alberto Paloschi2012
Emmanuel Adebayor,Man City,Premier League,Spurs,2012,6.4,Emmanuel Adebayor2012
Charlie Adam,Liverpool,Premier League,Stoke City,2012,6.2,Charlie Adam2012
Gregory van der Wiel,AFC Ajax,Eredivisie,Paris SG,2012,6.0,Gregory van der Wiel2012
Rasmus Elm,AZ Alkmaar,Eredivisie,CSKA Moscow,2012,6.0,Rasmus Elm2012
Iván Ramis,RCD Mallorca,LaLiga,Wigan,2012,6.0,Iván Ramis2012
Luc Castaignos,Inter,Serie A,FC Twente,2012,6.0,Luc Castaignos2012
Danny Graham,Swansea,Premier League,Sunderland,2012,5.8,Danny Graham2012
Steven Pienaar,Spurs,Premier League,Everton,2012,5.75,Steven Pienaar2012
Dusan Tadic,FC Groningen,Eredivisie,FC Twente,2012,5.5,Dusan Tadic2012
Eljero Elia,Juventus,Serie A,Werder Bremen,2012,5.5,Eljero Elia2012
Ezequiel Schelotto,Atalanta,Serie A,Inter,2012,5.3,Ezequiel Schelotto2012
Marko Livaja,Inter,Serie A,Atalanta,2012,5.05,Marko Livaja2012
Dimitar Berbatov,Man Utd,Premier League,Fulham,2012,5.0,Dimitar Berbatov2012
Antonio Cassano,AC Milan,Serie A,Inter,2012,5.0,Antonio Cassano2012
Lassana Diarra,Real Madrid,LaLiga,Anzhi,2012,5.0,Lassana Diarra2012
Germán Denis,Udinese Calcio,Serie A,Atalanta,2012,5.0,Germán Denis2012
Alexander Büttner,Vitesse,Eredivisie,Man Utd,2012,5.0,Alexander Büttner2012
Federico Balzaretti,US Palermo,Serie A,AS Roma,2012,4.5,Federico Balzaretti2012
Jonathan Biabiany,Sampdoria,Serie A,Parma,2012,4.5,Jonathan Biabiany2012
Mehmet Topal,Valencia CF,LaLiga,Fenerbahce,2012,4.5,Mehmet Topal2012
Nenad Tomovic,Genoa,Serie A,Fiorentina,2012,4.2,Nenad Tomovic2012
Luciano Narsingh,Heerenveen,Eredivisie,PSV Eindhoven,2012,4.1,Luciano Narsingh2012
Oussama Assaidi,Heerenveen,Eredivisie,Liverpool,2012,4.0,Oussama Assaidi2012
Ciro Immobile,Juventus,Serie A,Genoa,2012,4.0,Ciro Immobile2012
Niklas Moisander,AZ Alkmaar,Eredivisie,AFC Ajax,2012,4.0,Niklas Moisander2012
Richmond Boakye,Genoa,Serie A,Juventus,2012,4.0,Richmond Boakye2012
Francesco Acerbi,Chievo Verona,Serie A,AC Milan,2012,4.0,Francesco Acerbi2012
Francesco Acerbi,AC Milan,Serie A,Genoa,2012,4.0,Francesco Acerbi2012
David Abraham,Getafe CF,LaLiga,TSG Hoffenheim,2012,4.0,David Abraham2012
Ibrahima Baldé,CA Osasuna,LaLiga,Kuban Krasnodar,2012,4.0,Ibrahima Baldé2012
Gabriel Silva,Granada CF,LaLiga,Udinese Calcio,2012,4.0,Gabriel Silva2012
Arouna Koné,Levante UD,LaLiga,Wigan,2012,3.8,Arouna Koné2012
Ron Vlaar,Feyenoord,Eredivisie,Aston Villa,2012,3.8,Ron Vlaar2012
Leon Best,Newcastle,Premier League,Blackburn,2012,3.8,Leon Best2012
Maicon,Inter,Serie A,Man City,2012,3.75,Maicon2012
Michael Bradley,Chievo Verona,Serie A,AS Roma,2012,3.75,Michael Bradley2012
Matthew Lowton,Sheffield Utd.,League One,Aston Villa,2012,3.75,Matthew Lowton2012
Andrea Rossi,Siena,Serie A,Parma,2012,3.6,Andrea Rossi2012
Barreto,Udinese Calcio,Serie A,Torino,2012,3.55,Barreto2012
Nigel de Jong,Man City,Premier League,AC Milan,2012,3.5,Nigel de Jong2012
Sokratis,Genoa,Serie A,Werder Bremen,2012,3.5,Sokratis2012
Fernando Gago,Real Madrid,LaLiga,Valencia CF,2012,3.5,Fernando Gago2012
Hamit Altintop,Real Madrid,LaLiga,Galatasaray,2012,3.5,Hamit Altintop2012
Mattia Cassani,US Palermo,Serie A,Fiorentina,2012,3.5,Mattia Cassani2012
Gareth Bale,Spurs,Premier League,Real Madrid,2013,101.0,Gareth Bale2013
Edinson Cavani,SSC Napoli,Serie A,Paris SG,2013,64.5,Edinson Cavani2013
Mesut Özil,Real Madrid,LaLiga,Arsenal,2013,47.0,Mesut Özil2013
Juan Mata,Chelsea,Premier League,Man Utd,2013,44.73,Juan Mata2013
Falcao,Atlético Madrid,LaLiga,Monaco,2013,43.0,Falcao2013
Gonzalo Higuaín,Real Madrid,LaLiga,SSC Napoli,2013,39.0,Gonzalo Higuaín2013
Marouane Fellaini,Everton,Premier League,Man Utd,2013,32.4,Marouane Fellaini2013
Asier Illarramendi,Real Sociedad,LaLiga,Real Madrid,2013,32.0,Asier Illarramendi2013
Marquinhos,AS Roma,Serie A,Paris SG,2013,31.4,Marquinhos2013
Roberto Soldado,Valencia CF,LaLiga,Spurs,2013,30.0,Roberto Soldado2013
Isco,Málaga CF,LaLiga,Real Madrid,2013,30.0,Isco2013
Érik Lamela,AS Roma,Serie A,Spurs,2013,30.0,Érik Lamela2013
Stevan Jovetic,Fiorentina,Serie A,Man City,2013,26.0,Stevan Jovetic2013
Thiago,FC Barcelona,LaLiga,Bayern Munich ,2013,25.0,Thiago2013
Álvaro Negredo,Sevilla FC,LaLiga,Man City,2013,25.0,Álvaro Negredo2013
Yohan Cabaye,Newcastle,Premier League,Paris SG,2013,25.0,Yohan Cabaye2013
Kevin De Bruyne,Chelsea,Premier League,VfL Wolfsburg,2013,22.0,Kevin De Bruyne2013
Jesús Navas,Sevilla FC,LaLiga,Man City,2013,20.0,Jesús Navas2013
Juan Cuadrado,Udinese Calcio,Serie A,Fiorentina,2013,20.0,Juan Cuadrado2013
Geoffrey Kondogbia,Sevilla FC,LaLiga,Monaco,2013,20.0,Geoffrey Kondogbia2013
Hernanes,Lazio,Serie A,Inter,2013,18.0,Hernanes2013
Kevin Strootman,PSV Eindhoven,Eredivisie,AS Roma,2013,17.5,Kevin Strootman2013
Andy Carroll,Liverpool,Premier League,West Ham,2013,17.5,Andy Carroll2013
Wilfried Bony,Vitesse,Eredivisie,Swansea,2013,16.0,Wilfried Bony2013
Daniel Osvaldo,AS Roma,Serie A,Southampton,2013,15.1,Daniel Osvaldo2013
Angelo Ogbonna,Torino,Serie A,Juventus,2013,15.0,Angelo Ogbonna2013
Pizzi,Atlético Madrid,LaLiga,Benfica,2013,14.0,Pizzi2013
Christian Eriksen,AFC Ajax,Eredivisie,Spurs,2013,13.5,Christian Eriksen2013
Medhi Benatia,Udinese Calcio,Serie A,AS Roma,2013,13.5,Medhi Benatia2013
Mauro Icardi,Sampdoria,Serie A,Inter,2013,13.0,Mauro Icardi2013
Gary Medel,Sevilla FC,LaLiga,Cardiff,2013,13.0,Gary Medel2013
Bojan Krkic,AS Roma,Serie A,FC Barcelona,2013,13.0,Bojan Krkic2013
Adem Ljajic,Fiorentina,Serie A,AS Roma,2013,12.0,Adem Ljajic2013
Raúl Albiol,Real Madrid,LaLiga,SSC Napoli,2013,12.0,Raúl Albiol2013
Manolo Gabbiadini,Juventus,Serie A,Sampdoria,2013,11.5,Manolo Gabbiadini2013
Alessandro Matri,Juventus,Serie A,AC Milan,2013,11.0,Alessandro Matri2013
Iago Aspas,Celta de Vigo,LaLiga,Liverpool,2013,10.8,Iago Aspas2013
Simon Mignolet,Sunderland,Premier League,Liverpool,2013,10.6,Simon Mignolet2013
Kevin-Prince Boateng,AC Milan,Serie A,FC Schalke 04,2013,10.0,Kevin-Prince Boateng2013
Jozy Altidore,AZ Alkmaar,Eredivisie,Sunderland,2013,10.0,Jozy Altidore2013
Simone Zaza,Juventus,Serie A,Sassuolo,2013,10.0,Simone Zaza2013
Andrea Poli,Sampdoria,Serie A,AC Milan,2013,9.7,Andrea Poli2013
José Callejón,Real Madrid,LaLiga,SSC Napoli,2013,9.5,José Callejón2013
Jorginho,Hellas Verona,Serie A,SSC Napoli,2013,9.5,Jorginho2013
Dries Mertens,PSV Eindhoven,Eredivisie,SSC Napoli,2013,9.48,Dries Mertens2013
Marco van Ginkel,Vitesse,Eredivisie,Chelsea,2013,9.4,Marco van Ginkel2013
Steven Caulker,Spurs,Premier League,Cardiff,2013,9.15,Steven Caulker2013
Carlos Tévez,Man City,Premier League,Juventus,2013,9.0,Carlos Tévez2013
Jeremain Lens,PSV Eindhoven,Eredivisie,Dynamo Kyiv,2013,9.0,Jeremain Lens2013
Abdelaziz Barrada,Getafe CF,LaLiga,Al-Jazira,2013,8.5,Abdelaziz Barrada2013
Shane Long,West Brom,Premier League,Hull City,2013,8.5,Shane Long2013
Antonio Candreva,Udinese Calcio,Serie A,Lazio,2013,8.2,Antonio Candreva2013
Nacer Chadli,FC Twente,Eredivisie,Spurs,2013,8.15,Nacer Chadli2013
Beñat Etxebarria,Real Betis,LaLiga,Athletic Bilbao,2013,8.0,Beñat Etxebarria2013
Gervinho,Arsenal,Premier League,AS Roma,2013,8.0,Gervinho2013
Adam Maher,AZ Alkmaar,Eredivisie,PSV Eindhoven,2013,8.0,Adam Maher2013
Filip Djuricic,Heerenveen,Eredivisie,Benfica,2013,8.0,Filip Djuricic2013
Luis Alberto,Sevilla FC,LaLiga,Liverpool,2013,8.0,Luis Alberto2013
Nikica Jelavic,Everton,Premier League,Hull City,2013,7.8,Nikica Jelavic2013
Alessandro Diamanti,Bologna,Serie A,GZ Evergrande,2013,7.5,Alessandro Diamanti2013
Emanuele Giaccherini,Juventus,Serie A,Sunderland,2013,7.5,Emanuele Giaccherini2013
Saphir Taider,Bologna,Serie A,Inter,2013,7.5,Saphir Taider2013
Michael Bradley,AS Roma,Serie A,Toronto FC,2013,7.4,Michael Bradley2013
Jermain Defoe,Spurs,Premier League,Toronto FC,2013,7.3,Jermain Defoe2013
Papu Gómez,Catania,Serie A,Metalist,2013,7.0,Papu Gómez2013
Toby Alderweireld,AFC Ajax,Eredivisie,Atlético Madrid,2013,7.0,Toby Alderweireld2013
Stéphane Sessègnon,Sunderland,Premier League,West Brom,2013,7.0,Stéphane Sessègnon2013
Leo Baptistão,Rayo Vallecano,LaLiga,Atlético Madrid,2013,7.0,Leo Baptistão2013
Clint Dempsey,Spurs,Premier League,Sounders FC	,2013,6.8,Clint Dempsey2013
Tino Costa,Valencia CF,LaLiga,Spartak Moscow,2013,6.5,Tino Costa2013
Libor Kozak,Lazio,Serie A,Aston Villa,2013,6.5,Libor Kozak2013
Cristián Zapata,Villarreal CF,LaLiga,AC Milan,2013,6.0,Cristián Zapata2013
Mubarak Wakaso,Espanyol,LaLiga,Rubin Kazan,2013,6.0,Mubarak Wakaso2013
Vicente Iborra,Levante UD,LaLiga,Sevilla FC,2013,6.0,Vicente Iborra2013
Pedro León,Real Madrid,LaLiga,Getafe CF,2013,6.0,Pedro León2013
Jonjo Shelvey,Liverpool,Premier League,Swansea,2013,5.9,Jonjo Shelvey2013
Victor Anichebe,Everton,Premier League,West Brom,2013,5.9,Victor Anichebe2013
Stewart Downing,Liverpool,Premier League,West Ham,2013,5.8,Stewart Downing2013
Tom Huddlestone,Spurs,Premier League,Hull City,2013,5.8,Tom Huddlestone2013
Ishak Belfodil,Parma,Serie A,Inter,2013,5.75,Ishak Belfodil2013
Maarten Stekelenburg,AS Roma,Serie A,Fulham,2013,5.6,Maarten Stekelenburg2013
Leroy Fer,FC Twente,Eredivisie,Norwich,2013,5.5,Leroy Fer2013
Dwight Gayle,Peterborough,League One,Crystal Palace,2013,5.3,Dwight Gayle2013
Jérémy Toulalan,Málaga CF,LaLiga,Monaco,2013,5.0,Jérémy Toulalan2013
Andreas Granqvist,Genoa,Serie A,Krasnodar,2013,5.0,Andreas Granqvist2013
Martín Demichelis,Atlético Madrid,LaLiga,Man City,2013,5.0,Martín Demichelis2013
Raman Chibsah,Parma,Serie A,Sassuolo,2013,5.0,Raman Chibsah2013
Dorlan Pabón,Parma,Serie A,Monterrey,2013,4.83,Dorlan Pabón2013
Federico Peluso,Atalanta,Serie A,Juventus,2013,4.8,Federico Peluso2013
Mattia Destro,Genoa,Serie A,AS Roma,2013,4.5,Mattia Destro2013
Scott Parker,Spurs,Premier League,Fulham,2013,4.5,Scott Parker2013
Domenico Berardi,Sassuolo,Serie A,Juventus,2013,4.5,Domenico Berardi2013
Luca Marrone,Juventus,Serie A,Sassuolo,2013,4.5,Luca Marrone2013
Luca Cigarini,SSC Napoli,Serie A,Atalanta,2013,4.2,Luca Cigarini2013
Pablo Armero,Udinese Calcio,Serie A,SSC Napoli,2013,4.0,Pablo Armero2013
Kike Sola,CA Osasuna,LaLiga,Athletic Bilbao,2013,4.0,Kike Sola2013
Joel Robles,Atlético Madrid,LaLiga,Everton,2013,4.0,Joel Robles2013
Nicolás López,AS Roma,Serie A,Udinese Calcio,2013,4.0,Nicolás López2013
Rodney Strasser,AC Milan,Serie A,Genoa,2013,4.0,Rodney Strasser2013
Luis Suárez,Liverpool,Premier League,FC Barcelona,2014,81.72,Luis Suárez2014
Ángel Di María,Real Madrid,LaLiga,Man Utd,2014,75.0,Ángel Di María2014
David Luiz,Chelsea,Premier League,Paris SG,2014,49.5,David Luiz2014
Alexis Sánchez,FC Barcelona,LaLiga,Arsenal,2014,42.5,Alexis Sánchez2014
Diego Costa,Atlético Madrid,LaLiga,Chelsea,2014,38.0,Diego Costa2014
Luke Shaw,Southampton,Premier League,Man Utd,2014,37.5,Luke Shaw2014
Ander Herrera,Athletic Bilbao,LaLiga,Man Utd,2014,36.0,Ander Herrera2014
Romelu Lukaku,Chelsea,Premier League,Everton,2014,35.36,Romelu Lukaku2014
Cesc Fàbregas,FC Barcelona,LaLiga,Chelsea,2014,33.0,Cesc Fàbregas2014
Wilfried Bony,Swansea,Premier League,Man City,2014,32.3,Wilfried Bony2014
André Schürrle,Chelsea,Premier League,VfL Wolfsburg,2014,32.0,André Schürrle2014
Juan Cuadrado,Fiorentina,Serie A,Chelsea,2014,31.0,Juan Cuadrado2014
Adam Lallana,Southampton,Premier League,Liverpool,2014,31.0,Adam Lallana2014
Antoine Griezmann,Real Sociedad,LaLiga,Atlético Madrid,2014,30.0,Antoine Griezmann2014
Medhi Benatia,AS Roma,Serie A,Bayern Munich ,2014,28.0,Medhi Benatia2014
Dejan Lovren,Southampton,Premier League,Liverpool,2014,25.3,Dejan Lovren2014
Juan Iturbe,Hellas Verona,Serie A,AS Roma,2014,24.5,Juan Iturbe2014
Sadio Mané,RB Salzburg,Bundesliga,Southampton,2014,23.0,Sadio Mané2014
Calum Chambers,Southampton,Premier League,Arsenal,2014,20.23,Calum Chambers2014
Mario Balotelli,AC Milan,Serie A,Liverpool,2014,20.0,Mario Balotelli2014
Danny Welbeck,Man Utd,Premier League,Arsenal,2014,20.0,Danny Welbeck2014
Filipe Luís,Atlético Madrid,LaLiga,Chelsea,2014,20.0,Filipe Luís2014
Jérémy Mathieu,Valencia CF,LaLiga,FC Barcelona,2014,20.0,Jérémy Mathieu2014
Álvaro Morata,Real Madrid,LaLiga,Juventus,2014,20.0,Álvaro Morata2014
Thomas Vermaelen,Arsenal,Premier League,FC Barcelona,2014,19.0,Thomas Vermaelen2014
Ciro Immobile,Torino,Serie A,Bor. Dortmund,2014,18.5,Ciro Immobile2014
Ivan Rakitic,Sevilla FC,LaLiga,FC Barcelona,2014,18.0,Ivan Rakitic2014
Alberto Moreno,Sevilla FC,LaLiga,Liverpool,2014,18.0,Alberto Moreno2014
Daley Blind,AFC Ajax,Eredivisie,Man Utd,2014,17.5,Daley Blind2014
Javi García,Man City,Premier League,Zenit S-Pb,2014,16.8,Javi García2014
Alessio Cerci,Torino,Serie A,Atlético Madrid,2014,15.0,Alessio Cerci2014
Radja Nainggolan,Cagliari Calcio,Serie A,AS Roma,2014,15.0,Radja Nainggolan2014
Mathieu Debuchy,Newcastle,Premier League,Arsenal,2014,15.0,Mathieu Debuchy2014
Gabriel Paulista,Villarreal CF,LaLiga,Arsenal,2014,15.0,Gabriel Paulista2014
Shane Long,Hull City,Premier League,Southampton,2014,14.9,Shane Long2014
Dusan Tadic,FC Twente,Eredivisie,Southampton,2014,14.0,Dusan Tadic2014
Ryan Bertrand,Chelsea,Premier League,Southampton,2014,13.34,Ryan Bertrand2014
Loïc Rémy,QPR,Premier League,Chelsea,2014,13.2,Loïc Rémy2014
Ben Davies,Swansea,Premier League,Spurs,2014,12.65,Ben Davies2014
Jack Rodwell,Man City,Premier League,Sunderland,2014,12.6,Jack Rodwell2014
Manolo Gabbiadini,Sampdoria,Serie A,SSC Napoli,2014,12.5,Manolo Gabbiadini2014
Kevin Kampl,RB Salzburg,Bundesliga,Bor. Dortmund,2014,12.0,Kevin Kampl2014
Abel Hernández,US Palermo,Serie A,Hull City,2014,12.0,Abel Hernández2014
Claudio Bravo,Real Sociedad,LaLiga,FC Barcelona,2014,12.0,Claudio Bravo2014
Quincy Promes,FC Twente,Eredivisie,Spartak Moscow,2014,11.5,Quincy Promes2014
Alan,RB Salzburg,Bundesliga,GZ Evergrande,2014,11.1,Alan2014
Adrián López,Atlético Madrid,LaLiga,FC Porto,2014,11.0,Adrián López2014
Graziano Pellè,Feyenoord,Eredivisie,Southampton,2014,11.0,Graziano Pellè2014
Gylfi Sigurdsson,Spurs,Premier League,Swansea,2014,10.1,Gylfi Sigurdsson2014
Keylor Navas,Levante UD,LaLiga,Real Madrid,2014,10.0,Keylor Navas2014
Guilherme Siqueira,Granada CF,LaLiga,Atlético Madrid,2014,10.0,Guilherme Siqueira2014
Federico Fazio,Sevilla FC,LaLiga,Spurs,2014,10.0,Federico Fazio2014
Federico Fernández,SSC Napoli,Serie A,Swansea,2014,10.0,Federico Fernández2014
Juan Bernat,Valencia CF,LaLiga,Bayern Munich ,2014,10.0,Juan Bernat2014
Stefano Sturaro,Genoa,Serie A,Juventus,2014,9.6,Stefano Sturaro2014
Xabi Alonso,Real Madrid,LaLiga,Bayern Munich ,2014,9.0,Xabi Alonso2014
Siem de Jong,AFC Ajax,Eredivisie,Newcastle,2014,8.7,Siem de Jong2014
Ciro Immobile,Juventus,Serie A,Torino,2014,8.0,Ciro Immobile2014
Shinji Kagawa,Man Utd,Premier League,Bor. Dortmund,2014,8.0,Shinji Kagawa2014
Alfred Finnbogason,Heerenveen,Eredivisie,Real Sociedad,2014,8.0,Alfred Finnbogason2014
Shkodran Mustafi,Sampdoria,Serie A,Valencia CF,2014,8.0,Shkodran Mustafi2014
Willy Caballero,Málaga CF,LaLiga,Man City,2014,8.0,Willy Caballero2014
Charles Aránguiz,Udinese Calcio,Serie A,Internacional,2014,8.0,Charles Aránguiz2014
Odion Ighalo,Udinese Calcio,Serie A,Watford,2014,8.0,Odion Ighalo2014
Bruno Martins Indi,Feyenoord,Eredivisie,FC Porto,2014,7.7,Bruno Martins Indi2014
Sandro,Spurs,Premier League,QPR,2014,7.5,Sandro2014
Mapou Yanga-Mbiwa,Newcastle,Premier League,AS Roma,2014,7.35,Mapou Yanga-Mbiwa2014
Nuri Sahin,Real Madrid,LaLiga,Bor. Dortmund,2014,7.0,Nuri Sahin2014
Giacomo Bonaventura,Atalanta,Serie A,AC Milan,2014,7.0,Giacomo Bonaventura2014
Tin Jedvaj,AS Roma,Serie A,Bay. Leverkusen,2014,7.0,Tin Jedvaj2014
Stefan de Vrij,Feyenoord,Eredivisie,Lazio,2014,7.0,Stefan de Vrij2014
Omer Damari,Austria Vienna,Bundesliga,RB Leipzig,2014,7.0,Omer Damari2014
Jake Livermore,Spurs,Premier League,Hull City,2014,7.0,Jake Livermore2014
Daley Sinkgraven,Heerenveen,Eredivisie,AFC Ajax,2014,7.0,Daley Sinkgraven2014
Britt Assombalonga,Peterborough,League One,Nottm Forest,2014,6.9,Britt Assombalonga2014
Dele Alli,MK Dons,League One,Spurs,2014,6.63,Dele Alli2014
Kyle Naughton,Spurs,Premier League,Swansea,2014,6.6,Kyle Naughton2014
Marko Livaja,Atalanta,Serie A,Rubin Kazan,2014,6.5,Marko Livaja2014
Yacine Brahimi,Granada CF,LaLiga,FC Porto,2014,6.5,Yacine Brahimi2014
Jordon Mutch,QPR,Premier League,Crystal Palace,2014,6.34,Jordon Mutch2014
Mirko Vucinic,Juventus,Serie A,Al-Jazira,2014,6.3,Mirko Vucinic2014
Antonio Sanabria,Sassuolo,Serie A,AS Roma,2014,6.2,Antonio Sanabria2014
Valon Behrami,SSC Napoli,Serie A,Hamburger SV,2014,6.0,Valon Behrami2014
Demba Ba,Chelsea,Premier League,Besiktas,2014,6.0,Demba Ba2014
Jonathan de Guzmán,Villarreal CF,LaLiga,SSC Napoli,2014,6.0,Jonathan de Guzmán2014
Roberto,Atlético Madrid,LaLiga,Olympiacos,2014,6.0,Roberto2014
Oussama Assaidi,Liverpool,Premier League,Al-Ahli (UAE),2014,6.0,Oussama Assaidi2014
Dorlan Pabón,Valencia CF,LaLiga,Monterrey,2014,6.0,Dorlan Pabón2014
Daryl Janmaat,Feyenoord,Eredivisie,Newcastle,2014,6.0,Daryl Janmaat2014
Carlos Sánchez,Elche CF,LaLiga,Aston Villa,2014,6.0,Carlos Sánchez2014
Vitorino Antunes,Málaga CF,LaLiga,Dynamo Kyiv,2014,6.0,Vitorino Antunes2014
Filip Kostic,FC Groningen,Eredivisie,VfB Stuttgart,2014,6.0,Filip Kostic2014
Ishak Belfodil,Inter,Serie A,Parma,2014,5.75,Ishak Belfodil2014
Eric Bailly,Espanyol,LaLiga,Villarreal CF,2014,5.7,Eric Bailly2014
Michel Vorm,Swansea,Premier League,Spurs,2014,5.69,Michel Vorm2014
Sime Vrsaljko,Genoa,Serie A,Sassuolo,2014,5.5,Sime Vrsaljko2014
Rickie Lambert,Southampton,Premier League,Liverpool,2014,5.5,Rickie Lambert2014
Alberto Gilardino,Genoa,Serie A,GZ Evergrande,2014,5.5,Alberto Gilardino2014
Alexander Büttner,Man Utd,Premier League,Dinamo Moscow,2014,5.5,Alexander Büttner2014
David López,Espanyol,LaLiga,SSC Napoli,2014,5.3,David López2014
Bryan Cristante,AC Milan,Serie A,Benfica,2014,5.2,Bryan Cristante2014
Pablo Hernández,Swansea,Premier League,Al Arabi,2014,5.0,Pablo Hernández2014
Daniele Rugani,FC Empoli,Serie A,Juventus,2014,5.0,Daniele Rugani2014
Chico,Swansea,Premier League,Al Duhail,2014,5.0,Chico2014
Sergio Asenjo,Atlético Madrid,LaLiga,Villarreal CF,2014,5.0,Sergio Asenjo2014
Luca Marrone,Sassuolo,Serie A,Juventus,2014,5.0,Luca Marrone2014
Sammir,Getafe CF,LaLiga,JS Suning,2014,5.0,Sammir2014
Marco Benassi,Inter,Serie A,Torino,2014,4.8,Marco Benassi2014
